Post_ID,Post_Date,Post_Time,Post_Time_Slot,Platform,Content_Type,Campaign,Is_Boosted,Has_Link,Hashtags_Count,Video_Duration_Sec,Image_Count,Caption_Length,Production_Cost,Promotion_Budget,Reach,Frequency,Impressions,Likes,Comments,Shares,Saves,Link_Clicks,Followers_Gained
POST_0177,7/21/2025,18:36,Afternoon,Instagram,Video,Summer Vibes,No,No,13,52,1,137,134,0,19293,1.33,25570,1581,297,347,191,0,19
POST_0178,7/21/2025,19:48,Evening,Facebook,Carousel,Summer Vibes,No,Yes,4,0,4,123,201,0,8853,1.06,9353,209,56,73,17,336,11
POST_0179,7/22/2025,11:34,Midday,Twitter/X,Text,Summer Vibes,No,No,4,0,1,484,86,0,7683,1.09,8369,152,60,62,0,0,4
POST_0180,7/22/2025,20:39,Evening,TikTok,Carousel,Summer Vibes,No,No,8,0,7,292,218,0,12983,1.48,19195,419,56,127,11,0,17
POST_0181,7/23/2025,14:46,Midday,Instagram,Video,Summer Vibes,Yes,Yes,11,54,1,177,221,623,41668,1.71,71321,3377,495,774,332,1751,74
POST_0182,7/24/2025,14:04,Midday,TikTok,Image,Summer Vibes,Yes,No,3,0,1,83,149,551,57011,1.72,98174,3677,537,1011,110,0,99
POST_0183,7/26/2025,12:09,Midday,Twitter/X,Video,Summer Vibes,Yes,No,3,59,1,121,202,472,22483,1.79,40340,582,215,221,0,0,18
POST_0184,7/26/2025,15:01,Afternoon,Facebook,Carousel,Summer Vibes,Yes,Yes,6,0,3,241,200,565,46371,1.71,79431,1776,528,640,170,2235,40
POST_0185,7/27/2025,17:27,Afternoon,Facebook,Text,Summer Vibes,No,No,4,0,1,246,70,0,9442,1.08,10214,151,35,54,11,0,5
POST_0186,7/28/2025,15:32,Afternoon,Instagram,Carousel,Summer Vibes,No,No,7,0,8,180,163,0,18909,1.12,21249,830,159,188,93,0,17
POST_0187,7/29/2025,18:08,Afternoon,TikTok,Image,Summer Vibes,No,No,5,0,1,235,129,0,694,1,694,25,3,6,0,0,25
POST_0188,7/30/2025,11:06,Midday,Facebook,Text,Summer Vibes,No,Yes,4,0,1,368,33,0,4704,1.02,4786,53,16,20,4,65,10
POST_0189,7/31/2025,12:57,Midday,Instagram,Carousel,Summer Vibes,No,No,10,0,5,284,101,0,5689,1,5689,266,50,62,29,0,1
POST_0190,7/31/2025,13:49,Midday,Instagram,Video,Summer Vibes,No,Yes,10,86,1,120,190,0,21809,1.03,22436,700,151,181,100,663,8
POST_0191,8/2/2025,18:37,Afternoon,TikTok,Video,Summer Vibes,No,No,3,21,1,196,253,0,34326,1.25,43026,5974,973,1728,154,0,48
POST_0192,8/3/2025,19:55,Evening,Instagram,Image,Summer Vibes,No,No,10,0,1,148,208,0,10613,1.22,12984,347,72,78,43,0,17
POST_0193,8/5/2025,17:45,Afternoon,Instagram,Image,Summer Vibes,No,Yes,12,0,1,157,121,0,14204,1,14204,690,112,148,76,285,15
POST_0194,8/8/2025,19:04,Evening,Twitter/X,Text,Summer Vibes,Yes,Yes,3,0,1,433,112,534,19276,1.8,34750,862,257,360,0,579,4
POST_0195,8/9/2025,15:06,Afternoon,Facebook,Carousel,Summer Vibes,No,No,4,0,8,169,201,0,12911,1.11,14306,228,55,78,17,0,7
POST_0196,8/10/2025,13:44,Midday,Twitter/X,Carousel,Summer Vibes,No,Yes,4,0,5,101,161,0,7187,1,7187,50,17,24,0,157,1
POST_0197,8/11/2025,21:50,Evening,Instagram,Video,Summer Vibes,No,No,7,75,1,164,139,0,33568,1.28,43131,1821,409,466,235,0,54
POST_0198,8/13/2025,10:40,Morning,Facebook,Text,Summer Vibes,Yes,No,3,0,1,342,94,744,20112,1.49,29960,253,73,87,20,0,6
POST_0199,8/13/2025,11:17,Midday,Twitter/X,Image,Summer Vibes,No,Yes,3,0,1,125,165,0,10643,1,10643,114,42,57,0,162,9
POST_0200,8/16/2025,18:52,Afternoon,Twitter/X,Video,Summer Vibes,Yes,Yes,1,133,1,181,127,528,18419,1.58,29128,760,306,368,0,841,3
POST_0201,8/17/2025,11:58,Midday,Facebook,Text,Summer Vibes,No,No,3,0,1,461,100,0,9374,1.12,10452,156,33,50,14,0,11
POST_0202,8/17/2025,12:30,Midday,Facebook,Text,Summer Vibes,Yes,No,5,0,1,499,55,663,17569,1.72,30153,559,142,166,37,0,4
POST_0203,8/18/2025,21:10,Evening,Twitter/X,Carousel,Summer Vibes,No,Yes,1,0,5,239,108,0,5008,1.2,5997,110,38,51,0,208,5
POST_0204,8/21/2025,18:47,Afternoon,Instagram,Video,Summer Vibes,Yes,Yes,15,54,1,193,126,237,33559,1.68,56265,2369,473,523,298,1408,7
POST_0205,8/21/2025,18:57,Afternoon,Instagram,Carousel,Summer Vibes,Yes,Yes,14,0,6,214,150,467,54330,1.68,91459,4310,952,983,481,2619,37
POST_0206,8/22/2025,11:53,Midday,Instagram,Image,Summer Vibes,No,No,12,0,1,89,119,0,10838,1.12,12144,480,83,97,59,0,11
POST_0207,8/22/2025,20:01,Evening,Instagram,Carousel,Summer Vibes,No,Yes,9,0,9,229,104,0,17905,1.16,20828,1194,232,256,166,737,3
POST_0208,8/23/2025,22:02,Evening,Instagram,Video,Summer Vibes,No,Yes,12,77,1,168,99,0,12020,1.09,13161,532,92,116,58,262,5
POST_0209,8/25/2025,12:39,Midday,Facebook,Video,Summer Vibes,Yes,No,2,170,1,168,109,396,28710,1.52,43697,698,166,207,61,0,25
POST_0210,8/27/2025,7:15,Morning,Instagram,Image,Summer Vibes,Yes,No,9,0,1,109,130,233,39945,1.53,61148,1806,340,413,193,0,6
POST_0211,8/28/2025,20:52,Evening,Twitter/X,Text,Summer Vibes,No,No,2,0,1,310,35,0,11179,1,11179,265,88,119,0,0,3
POST_0212,8/29/2025,11:49,Midday,TikTok,Video,Summer Vibes,No,Yes,4,40,1,61,115,0,23496,1.7,39951,4453,705,1281,130,1183,4
POST_0213,8/30/2025,19:59,Evening,Twitter/X,Image,Summer Vibes,Yes,No,4,0,1,104,184,468,32737,1.99,64994,1242,370,580,0,0,20
POST_0214,9/1/2025,11:10,Midday,Instagram,Video,Back to School,No,No,11,90,1,101,131,0,8237,1.32,10842,307,57,84,46,0,16
POST_0215,9/1/2025,17:49,Afternoon,TikTok,Carousel,Back to School,No,No,4,0,5,145,194,0,20724,1.25,25953,127,21,37,4,0,23
POST_0216,9/2/2025,18:45,Afternoon,Instagram,Video,Back to School,No,No,14,83,1,173,292,0,10053,1.01,10189,377,80,100,42,0,0
POST_0217,9/2/2025,22:09,Evening,Twitter/X,Text,Back to School,No,Yes,3,0,1,311,119,0,8523,1.35,11483,195,84,102,0,186,10
POST_0218,9/4/2025,13:15,Midday,Facebook,Video,Back to School,Yes,No,6,60,1,117,243,199,6713,1.65,11106,174,36,47,11,0,11
POST_0219,9/4/2025,21:02,Evening,TikTok,Video,Back to School,Yes,No,3,39,1,179,331,256,38662,1.52,58708,3892,687,1048,131,0,176
POST_0220,9/8/2025,17:58,Afternoon,Twitter/X,Carousel,Back to School,No,No,3,0,9,129,117,0,30620,1.16,35566,335,121,167,0,0,22
POST_0221,9/8/2025,18:31,Afternoon,Instagram,Text,Back to School,Yes,No,6,0,1,235,42,241,27608,1.41,38949,397,77,80,51,0,9
POST_0222,9/8/2025,22:36,Evening,Instagram,Carousel,Back to School,Yes,No,6,0,3,123,228,224,83228,1.38,114757,2732,494,684,342,0,74
POST_0223,9/12/2025,11:27,Midday,Instagram,Image,Back to School,Yes,No,9,0,1,233,180,265,38533,1.42,54835,775,137,162,103,0,40
POST_0224,9/12/2025,18:14,Afternoon,Facebook,Carousel,Back to School,No,No,5,0,9,258,89,0,5869,1,5869,18,4,5,1,0,10
POST_0225,9/12/2025,18:33,Afternoon,Instagram,Image,Back to School,No,No,6,0,1,217,166,0,12008,1.12,13402,308,53,63,42,0,0
POST_0226,9/12/2025,18:51,Afternoon,Instagram,Video,Back to School,Yes,Yes,10,90,1,98,123,286,7033,1.44,10129,181,30,40,19,236,29
POST_0227,9/13/2025,17:45,Afternoon,Facebook,Video,Back to School,No,Yes,5,142,1,52,205,0,7102,1.26,8981,128,29,46,10,251,6
POST_0228,9/14/2025,14:16,Midday,Twitter/X,Text,Back to School,No,No,3,0,1,179,117,0,5649,1.05,5918,80,26,42,0,0,4
POST_0229,9/15/2025,11:07,Midday,TikTok,Text,Back to School,No,Yes,3,0,1,293,65,0,9927,1.19,11846,246,37,56,7,227,0
POST_0230,9/15/2025,11:29,Midday,Instagram,Image,Back to School,Yes,No,11,0,1,180,143,295,13232,1.59,21060,378,80,81,52,0,13
POST_0231,9/15/2025,16:10,Afternoon,Instagram,Video,Back to School,No,Yes,9,67,1,106,198,0,10322,1.25,12880,138,27,32,15,288,23
POST_0232,9/16/2025,12:47,Midday,Instagram,Carousel,Back to School,Yes,No,5,0,3,269,205,239,11067,1.69,18669,511,87,115,71,0,7
POST_0233,9/17/2025,16:22,Afternoon,Facebook,Image,Back to School,Yes,No,2,0,1,109,112,241,11995,1.44,17216,164,37,60,13,0,3
POST_0234,9/18/2025,8:05,Morning,TikTok,Image,Back to School,No,Yes,6,0,1,208,221,0,16479,1.07,17681,669,105,185,21,289,21
POST_0235,9/18/2025,16:04,Afternoon,Instagram,Image,Back to School,No,No,11,0,1,105,130,0,6794,1.33,9008,248,43,48,32,0,11
POST_0236,9/18/2025,21:19,Evening,Instagram,Carousel,Back to School,Yes,Yes,7,0,10,261,207,316,92740,1.92,178003,5192,1019,1115,584,6004,74
POST_0237,9/19/2025,12:46,Midday,Twitter/X,Image,Back to School,No,Yes,2,0,1,197,135,0,7089,1.17,8275,66,27,27,0,143,8
POST_0238,9/19/2025,15:07,Afternoon,Instagram,Image,Back to School,No,Yes,7,0,1,96,178,0,12198,1.33,16257,353,73,70,46,369,23
POST_0239,9/20/2025,17:24,Afternoon,TikTok,Image,Back to School,No,Yes,6,0,1,199,89,0,4003,1.31,5259,149,19,33,3,76,3
POST_0240,9/20/2025,18:32,Afternoon,Twitter/X,Image,Back to School,Yes,No,4,0,1,85,194,269,7276,1.81,13203,132,48,53,0,0,0
POST_0241,9/22/2025,11:22,Midday,Instagram,Video,Back to School,Yes,Yes,14,61,1,61,105,305,15700,1.4,21982,161,35,36,19,442,19
POST_0242,9/22/2025,19:45,Evening,Facebook,Video,Back to School,No,Yes,6,151,1,159,169,0,6591,1.09,7197,48,11,14,3,159,13
POST_0243,9/24/2025,17:42,Afternoon,Twitter/X,Image,Back to School,No,No,3,0,1,170,181,0,4235,1,4235,42,15,18,0,0,1
POST_0244,9/24/2025,22:46,Evening,TikTok,Image,Back to School,No,No,7,0,1,244,80,0,22433,1.05,23664,671,77,186,18,0,26
POST_0245,9/26/2025,11:35,Midday,TikTok,Video,Back to School,No,Yes,3,15,1,72,136,0,17890,1.51,27069,1961,264,544,64,514,1
POST_0246,9/26/2025,16:40,Afternoon,TikTok,Video,Back to School,Yes,No,6,19,1,164,309,197,37054,1.48,54997,2272,284,677,70,0,147
POST_0247,9/28/2025,13:09,Midday,Twitter/X,Video,Back to School,Yes,No,3,175,1,109,160,414,7708,1.5,11597,112,48,54,0,0,5
POST_0248,9/29/2025,19:15,Evening,Facebook,Image,Back to School,Yes,Yes,4,0,1,175,188,235,34996,1.27,44614,444,103,164,36,843,65
POST_0249,9/29/2025,19:52,Evening,Twitter/X,Carousel,Back to School,No,No,1,0,6,232,80,0,4942,1,4942,74,25,36,0,0,9
POST_0250,9/29/2025,21:10,Evening,Facebook,Text,Back to School,No,No,3,0,1,450,34,0,2808,1,2808,30,6,8,2,0,2
POST_0251,9/29/2025,21:56,Evening,TikTok,Video,Back to School,No,No,5,18,1,107,279,0,30610,1.16,35531,3022,450,730,83,0,9
POST_0252,10/1/2025,20:17,Evening,TikTok,Video,Fall Collection,Yes,No,4,41,1,181,255,178,32321,1.46,47287,3973,513,922,119,0,88
POST_0253,10/3/2025,11:11,Midday,Instagram,Video,Fall Collection,No,No,5,77,1,186,242,0,7359,1.47,10844,273,49,57,31,0,17
POST_0254,10/3/2025,12:35,Midday,Instagram,Video,Fall Collection,Yes,No,14,21,1,141,119,371,15379,1.32,20226,313,54,70,39,0,12
POST_0255,10/9/2025,10:38,Morning,Instagram,Carousel,Fall Collection,No,Yes,5,0,5,279,83,0,10430,1,10430,448,89,109,49,226,14
POST_0256,10/9/2025,15:40,Afternoon,Instagram,Image,Fall Collection,No,No,9,0,1,233,115,0,6929,1.12,7788,351,63,94,45,0,1
POST_0257,10/9/2025,15:47,Afternoon,Twitter/X,Video,Fall Collection,No,Yes,1,43,1,95,230,0,10492,1.12,11788,237,84,110,0,317,0
POST_0258,10/11/2025,15:05,Afternoon,Facebook,Text,Fall Collection,No,No,2,0,1,215,46,0,9502,1.1,10429,85,23,25,7,0,3
POST_0259,10/12/2025,22:52,Evening,Instagram,Image,Fall Collection,No,No,13,0,1,215,86,0,16751,1.33,22331,722,132,187,110,0,11
POST_0260,10/13/2025,21:11,Evening,Twitter/X,Video,Fall Collection,No,Yes,2,88,1,128,159,0,7726,1.1,8475,162,64,66,0,150,11
POST_0261,10/15/2025,17:21,Afternoon,TikTok,Video,Fall Collection,No,Yes,4,59,1,111,268,0,21234,1.24,26231,2464,415,740,84,610,21
POST_0262,10/17/2025,17:35,Afternoon,Facebook,Image,Fall Collection,No,No,2,0,1,238,167,0,6901,1.14,7850,103,25,40,9,0,23
POST_0263,10/18/2025,15:30,Afternoon,Twitter/X,Carousel,Fall Collection,No,Yes,3,0,4,148,200,0,3893,1.3,5063,58,25,24,0,113,3
POST_0264,10/19/2025,16:45,Afternoon,Instagram,Text,Fall Collection,No,Yes,12,0,1,345,58,0,9102,1.11,10124,274,58,71,32,122,16
POST_0265,10/20/2025,13:25,Midday,Twitter/X,Text,Fall Collection,Yes,Yes,4,0,1,384,116,309,3350,1.41,4715,116,35,54,0,61,5
POST_0266,10/20/2025,17:59,Afternoon,Instagram,Carousel,Fall Collection,No,No,6,0,9,240,88,0,8441,1,8441,286,47,64,34,0,24
POST_0267,10/21/2025,13:41,Midday,Twitter/X,Video,Fall Collection,No,No,4,56,1,187,162,0,4995,1.12,5615,85,33,39,0,0,4
POST_0268,10/21/2025,17:54,Afternoon,Instagram,Image,Fall Collection,Yes,No,8,0,1,206,139,248,32289,1.53,49314,1859,348,448,230,0,37
POST_0269,10/22/2025,21:41,Evening,Instagram,Image,Fall Collection,No,No,9,0,1,179,84,0,11526,1.15,13220,430,90,116,51,0,13
POST_0270,10/23/2025,17:31,Afternoon,TikTok,Video,Fall Collection,No,No,4,49,1,100,246,0,10522,1.17,12342,1203,183,326,34,0,42
POST_0271,10/24/2025,18:21,Afternoon,Instagram,Carousel,Fall Collection,Yes,Yes,9,0,8,171,184,372,57065,1.26,71850,2212,423,479,275,2267,43
POST_0272,10/25/2025,13:14,Midday,Facebook,Carousel,Fall Collection,No,No,6,0,5,247,120,0,4670,1.24,5809,108,31,37,9,0,5
POST_0273,10/26/2025,13:39,Midday,Instagram,Image,Fall Collection,Yes,No,5,0,1,206,140,248,24180,1.42,34282,968,188,256,138,0,25
POST_0274,10/27/2025,12:32,Midday,Instagram,Text,Fall Collection,No,No,15,0,1,389,69,0,9049,1.03,9340,188,34,50,24,0,11
POST_0275,10/27/2025,13:23,Midday,TikTok,Video,Fall Collection,No,Yes,6,57,1,162,154,0,8323,1.37,11434,913,161,276,25,248,8
POST_0276,10/27/2025,18:48,Afternoon,TikTok,Video,Fall Collection,No,Yes,4,15,1,190,196,0,35777,1,35777,2212,296,613,66,1070,9
POST_0277,10/27/2025,20:23,Evening,Twitter/X,Carousel,Fall Collection,No,No,4,0,9,141,161,0,7995,1.13,9064,52,21,28,0,0,5
POST_0278,10/29/2025,11:07,Midday,Facebook,Carousel,Fall Collection,No,No,5,0,6,108,86,0,5857,1,5885,74,20,24,5,0,14
POST_0279,10/30/2025,10:24,Morning,Facebook,Image,Fall Collection,No,Yes,3,0,1,114,66,0,39584,1.06,42156,499,122,191,36,915,32
POST_0280,10/30/2025,16:53,Afternoon,Twitter/X,Text,Fall Collection,No,No,3,0,1,375,43,0,3263,1.14,3705,66,27,27,0,0,6
POST_0281,10/30/2025,17:01,Afternoon,Twitter/X,Text,Fall Collection,Yes,No,1,0,1,493,54,346,28062,1.79,50276,946,336,402,0,0,7
POST_0282,10/30/2025,19:56,Evening,Twitter/X,Image,Fall Collection,Yes,No,2,0,1,234,92,285,25835,1.59,41083,693,223,326,0,0,61
POST_0283,10/31/2025,10:14,Morning,TikTok,Video,Fall Collection,Yes,Yes,3,42,1,83,248,282,28637,1.55,44442,3600,595,857,115,1279,38
POST_0284,10/31/2025,15:34,Afternoon,Instagram,Image,Fall Collection,No,No,6,0,1,225,140,0,5193,1.06,5503,174,40,46,22,0,0
POST_0285,10/31/2025,19:32,Evening,TikTok,Carousel,Fall Collection,No,No,3,0,10,180,77,0,37147,1.12,41546,1062,141,278,27,0,75
POST_0286,11/2/2025,7:28,Morning,Instagram,Video,Fall Collection,No,Yes,7,35,1,142,127,0,6172,1.33,8198,344,58,86,43,216,7
POST_0287,11/2/2025,13:51,Midday,Instagram,Text,Fall Collection,Yes,No,15,0,1,495,118,370,45613,1.71,78145,228,47,57,32,0,20
POST_0288,11/4/2025,16:06,Afternoon,Instagram,Image,Fall Collection,No,No,13,0,1,237,77,0,6876,1.15,7936,231,41,49,29,0,20
POST_0289,11/4/2025,16:39,Afternoon,Twitter/X,Video,Fall Collection,No,Yes,4,47,1,108,286,0,3133,1.29,4028,97,41,47,0,95,3
POST_0290,11/4/2025,18:14,Afternoon,Twitter/X,Carousel,Fall Collection,No,Yes,1,0,7,265,277,0,8003,1.24,9952,68,25,29,0,267,5
POST_0291,11/5/2025,14:31,Midday,Instagram,Image,Fall Collection,No,No,7,0,1,199,143,0,8457,1.21,10238,522,91,117,52,0,13
POST_0292,11/10/2025,9:11,Morning,TikTok,Text,Fall Collection,Yes,No,4,0,1,167,63,363,47160,1.5,70594,1475,221,403,47,0,215
POST_0293,11/11/2025,12:24,Midday,Instagram,Video,Fall Collection,No,No,12,57,1,84,208,0,15514,1,15514,348,76,86,51,0,16
POST_0294,11/11/2025,16:20,Afternoon,Twitter/X,Carousel,Fall Collection,No,No,4,0,7,248,253,0,9181,1.02,9362,196,63,97,0,0,10
POST_0295,11/11/2025,22:01,Evening,Instagram,Image,Fall Collection,No,Yes,14,0,1,170,65,0,9308,1.15,10677,236,42,50,27,258,11
POST_0296,11/11/2025,22:59,Evening,TikTok,Video,Fall Collection,No,No,5,56,1,125,347,0,22786,1,22786,1920,299,493,56,0,38
POST_0297,11/12/2025,20:32,Evening,TikTok,Video,Fall Collection,No,Yes,4,60,1,99,195,0,11526,1.14,13169,1029,174,331,36,398,26
POST_0298,11/16/2025,12:07,Midday,Twitter/X,Carousel,Fall Collection,No,No,2,0,5,271,78,0,6668,1.18,7841,84,30,42,0,0,5
POST_0299,11/16/2025,16:37,Afternoon,Facebook,Video,Fall Collection,No,Yes,2,93,1,177,138,0,36803,1.16,42749,881,205,291,80,1284,24
POST_0300,11/17/2025,16:24,Afternoon,TikTok,Video,Fall Collection,Yes,Yes,8,24,1,91,156,423,3882,1.47,5700,422,56,107,10,110,0
POST_0301,11/17/2025,18:05,Afternoon,Twitter/X,Carousel,Fall Collection,Yes,Yes,1,0,6,139,172,349,20770,1.74,36134,90,38,48,0,1222,6
POST_0302,11/17/2025,18:52,Afternoon,Instagram,Text,Fall Collection,No,Yes,14,0,1,276,36,0,13814,1.11,15329,115,19,24,11,286,0
POST_0303,11/18/2025,14:20,Midday,Twitter/X,Image,Fall Collection,Yes,No,4,0,1,117,189,332,15567,1.52,23711,478,176,173,0,0,3
POST_0304,11/18/2025,15:35,Afternoon,TikTok,Carousel,Fall Collection,No,Yes,3,0,6,248,78,0,30280,1.25,37742,323,58,103,8,1331,42
POST_0305,11/19/2025,16:56,Afternoon,Instagram,Carousel,Fall Collection,No,No,8,0,10,168,281,0,9737,1.15,11157,286,52,71,35,0,8
POST_0306,11/20/2025,17:29,Afternoon,Instagram,Carousel,Fall Collection,No,Yes,5,0,9,133,212,0,9878,1.38,13602,611,105,138,78,465,3
POST_0307,11/20/2025,21:05,Evening,Twitter/X,Video,Fall Collection,No,Yes,4,53,1,106,346,0,5427,1.03,5585,108,38,48,0,130,7
POST_0308,11/22/2025,16:20,Afternoon,TikTok,Image,Fall Collection,No,Yes,3,0,1,214,85,0,10655,1.12,11974,43,5,9,1,175,16
POST_0309,11/22/2025,22:30,Evening,Twitter/X,Carousel,Fall Collection,No,No,3,0,8,161,191,0,6198,1.11,6869,100,38,47,0,0,2
POST_0310,11/24/2025,15:13,Afternoon,TikTok,Video,Fall Collection,No,No,3,24,1,121,112,0,24967,1.19,29720,3084,393,812,79,0,18
POST_0311,11/24/2025,18:09,Afternoon,Facebook,Video,Fall Collection,No,No,3,34,1,162,217,0,7656,1.13,8649,185,49,67,16,0,12
POST_0312,11/25/2025,15:24,Afternoon,Facebook,Video,Fall Collection,No,Yes,2,121,1,67,201,0,9273,1.08,9995,150,41,58,12,227,14
POST_0313,11/27/2025,14:06,Midday,Twitter/X,Video,Fall Collection,No,No,2,140,1,165,173,0,7467,1.01,7559,115,45,50,0,0,6
POST_0314,11/27/2025,14:25,Midday,Twitter/X,Video,Fall Collection,No,Yes,3,90,1,178,253,0,7324,1,7324,102,38,47,0,131,0
POST_0315,11/27/2025,16:28,Afternoon,TikTok,Video,Fall Collection,No,No,7,58,1,163,150,0,20737,1.6,33077,3669,512,866,113,0,15
POST_0316,11/28/2025,17:30,Afternoon,Facebook,Image,Fall Collection,No,No,6,0,1,158,83,0,8207,1.08,8873,124,34,41,9,0,4
POST_0317,11/30/2025,21:24,Evening,Twitter/X,Carousel,Fall Collection,No,Yes,4,0,5,258,195,0,8822,1.25,11050,145,50,73,0,387,1
POST_0318,12/2/2025,12:50,Midday,Facebook,Carousel,Holiday Magic,No,No,2,0,4,211,163,0,1612,1,1612,38,10,11,3,0,16
POST_0319,12/2/2025,13:19,Midday,Instagram,Video,Holiday Magic,No,No,7,21,1,142,116,0,14497,1.13,16357,705,130,143,72,0,7
POST_0320,12/2/2025,21:39,Evening,Instagram,Image,Holiday Magic,No,No,13,0,1,200,145,0,7514,1.4,10491,619,101,116,81,0,6
POST_0321,12/4/2025,12:58,Midday,Instagram,Video,Holiday Magic,Yes,No,14,87,1,123,254,594,49854,1.69,84486,3449,635,695,365,0,51
POST_0322,12/4/2025,22:50,Evening,Twitter/X,Image,Holiday Magic,No,Yes,3,0,1,179,130,0,14692,1.29,18970,322,139,168,0,278,3
POST_0323,12/5/2025,6:27,Morning,Facebook,Video,Holiday Magic,No,No,5,147,1,59,104,0,10323,1.2,12377,328,86,93,25,0,0
POST_0324,12/5/2025,12:19,Midday,Twitter/X,Text,Holiday Magic,No,No,3,0,1,155,50,0,30703,1.27,38964,1431,586,608,0,0,7
POST_0325,12/5/2025,20:09,Evening,Instagram,Image,Holiday Magic,Yes,Yes,5,0,1,165,88,705,33085,1.58,52178,1790,402,428,266,1339,25
POST_0326,12/7/2025,13:26,Midday,Twitter/X,Image,Holiday Magic,No,No,2,0,1,176,141,0,8199,1.02,8347,130,37,46,0,0,4
POST_0327,12/8/2025,6:04,Morning,TikTok,Text,Holiday Magic,No,No,6,0,1,444,34,0,13379,1.38,18396,327,50,92,9,0,5
POST_0328,12/8/2025,13:17,Midday,Instagram,Carousel,Holiday Magic,Yes,Yes,11,0,5,202,199,312,45176,1.43,64626,3423,546,839,480,2023,102
POST_0329,12/8/2025,20:10,Evening,TikTok,Video,Holiday Magic,No,No,4,39,1,50,271,0,21565,1,21565,2507,353,739,83,0,14
POST_0330,12/9/2025,12:00,Midday,Instagram,Carousel,Holiday Magic,Yes,No,10,0,4,231,131,673,21821,1.61,35103,1212,212,239,137,0,2
POST_0331,12/11/2025,11:12,Midday,Instagram,Image,Holiday Magic,No,No,12,0,1,122,183,0,14812,1.07,15811,612,122,134,75,0,11
POST_0332,12/11/2025,18:47,Afternoon,Instagram,Carousel,Holiday Magic,No,No,15,0,9,126,160,0,14242,1.15,16435,960,185,223,121,0,1
POST_0333,12/14/2025,17:55,Afternoon,Facebook,Image,Holiday Magic,No,No,4,0,1,150,75,0,7142,1.05,7532,103,22,33,8,0,16
POST_0334,12/15/2025,7:18,Morning,Instagram,Video,Holiday Magic,Yes,No,14,78,1,190,123,588,20403,1.7,34642,1014,200,250,121,0,12
POST_0335,12/15/2025,13:33,Midday,TikTok,Image,Holiday Magic,Yes,No,4,0,1,203,159,708,37544,2.12,79738,4075,558,829,122,0,83
POST_0336,12/15/2025,20:47,Evening,Twitter/X,Text,Holiday Magic,Yes,No,2,0,1,182,71,381,23486,1.41,33196,897,332,414,0,0,8
POST_0337,12/16/2025,15:42,Afternoon,Facebook,Text,Holiday Magic,No,Yes,2,0,1,214,45,0,20708,1.18,24397,325,81,129,24,280,0
POST_0338,12/17/2025,21:12,Evening,Facebook,Video,Holiday Magic,No,No,6,94,1,193,240,0,5515,1.13,6213,145,36,51,11,0,0
POST_0339,12/18/2025,8:04,Morning,Twitter/X,Text,Holiday Magic,No,No,1,0,1,351,82,0,5905,1.06,6269,115,45,54,0,0,10
POST_0340,12/18/2025,11:51,Midday,TikTok,Image,Holiday Magic,Yes,No,8,0,1,166,125,468,77261,1.33,102818,4619,670,1224,124,0,94
POST_0341,12/18/2025,11:59,Midday,TikTok,Image,Holiday Magic,Yes,Yes,6,0,1,130,162,657,84031,1.36,114124,1512,199,392,51,1758,190
POST_0342,12/19/2025,11:19,Midday,Twitter/X,Image,Holiday Magic,No,Yes,4,0,1,92,76,0,8380,1.13,9436,228,90,118,0,203,7
POST_0343,12/21/2025,13:48,Midday,Facebook,Video,Holiday Magic,No,No,5,166,1,109,322,0,14882,1.14,16911,396,105,136,32,0,12
POST_0344,12/22/2025,9:17,Morning,Instagram,Carousel,Holiday Magic,No,No,14,0,10,173,150,0,6497,1.18,7640,412,76,97,52,0,4
POST_0345,12/22/2025,15:26,Afternoon,Twitter/X,Carousel,Holiday Magic,No,Yes,3,0,6,167,204,0,8912,1.02,9079,168,69,87,0,179,10
POST_0346,12/23/2025,6:50,Morning,Facebook,Carousel,Holiday Magic,No,Yes,5,0,4,101,83,0,11808,1.05,12404,275,74,86,24,404,4
POST_0347,12/23/2025,16:55,Afternoon,Instagram,Carousel,Holiday Magic,No,No,11,0,5,267,133,0,8418,1,8418,539,80,107,67,0,20
POST_0348,12/23/2025,18:22,Afternoon,TikTok,Image,Holiday Magic,No,No,5,0,1,117,168,0,29062,1.11,32333,1034,153,237,26,0,14
POST_0349,12/25/2025,14:36,Midday,TikTok,Video,Holiday Magic,No,No,6,50,1,192,261,0,46009,1.08,49527,6339,1041,1673,196,0,93
POST_0350,12/25/2025,20:06,Evening,Instagram,Video,Holiday Magic,No,No,5,43,1,197,282,0,14150,1.16,16390,1066,166,236,134,0,1
POST_0351,12/26/2025,12:27,Midday,TikTok,Carousel,Holiday Magic,No,No,5,0,5,141,211,0,19350,1.26,24431,565,74,124,12,0,6
POST_0352,12/26/2025,16:48,Afternoon,TikTok,Carousel,Holiday Magic,No,No,3,0,6,300,136,0,38008,1.43,54176,1859,254,442,56,0,54
POST_0353,12/26/2025,18:26,Afternoon,Instagram,Carousel,Holiday Magic,Yes,Yes,9,0,4,153,138,466,57903,1.48,85756,2751,603,702,427,1830,82
POST_0354,12/27/2025,13:13,Midday,Twitter/X,Video,Holiday Magic,Yes,No,1,40,1,200,157,503,33325,1.55,51516,1566,523,690,0,0,16
POST_0355,12/27/2025,16:18,Afternoon,TikTok,Text,Holiday Magic,Yes,No,8,0,1,413,38,358,32124,1.9,61066,1552,202,372,46,0,91
